2025-12-21T00:00:00.000000, 530.0, 13.608, 77.428, 681.0, 14.6, 1013.0, 110.835218, 106.257921, 269.312286, -23.437073, -102.064279
2025-12-21T01:00:00.000000, 530.0, 13.608, 77.428, 681.0, 14.6, 1013.0, 113.458074, 92.750798, 269.358598, -23.437519, -87.069522
2025-12-21T02:00:00.000000, 530.0, 13.608, 77.428, 681.0, 14.6, 1013.0, 117.427517, 79.493674, 269.404733, -23.437947, -72.074586
2025-12-21T03:00:00.000000, 530.0, 13.608, 77.428, 681.0, 14.6, 1013.0, 123.196485, 66.941343, 269.450697, -23.438342, -57.079480
2025-12-21T04:00:00.000000, 530.0, 13.608, 77.428, 681.0, 14.6, 1013.0, 131.644570, 55.349647, 269.496511, -23.438688, -42.084224
2025-12-21T05:00:00.000000, 530.0, 13.608, 77.428, 681.0, 14.6, 1013.0, 144.176560, 45.530298, 269.542205, -23.438972, -27.088848
2025-12-21T06:00:00.000000, 530.0, 13.608, 77.428, 681.0, 14.6, 1013.0, 162.171911, 38.876814, 269.587818, -23.439184, -12.093390
2025-12-21T07:00:00.000000, 530.0, 13.608, 77.428, 681.0, 14.6, 1013.0, 184.410894, 37.143310, 269.633394, -23.439318, 2.902104
2025-12-21T08:00:00.000000, 530.0, 13.608, 77.428, 681.0, 14.6, 1013.0, 205.466400, 40.961497, 269.678979, -23.439373, 17.897589
2025-12-21T09:00:00.000000, 530.0, 13.608, 77.428, 681.0, 14.6, 1013.0, 221.264311, 49.047377, 269.724620, -23.439353, 32.893019
2025-12-21T10:00:00.000000, 530.0, 13.608, 77.428, 681.0, 14.6, 1013.0, 232.020853, 59.681148, 269.770358, -23.439263, 47.888351
2025-12-21T11:00:00.000000, 530.0, 13.608, 77.428, 681.0, 14.6, 1013.0, 239.293972, 71.718533, 269.816229, -23.439117, 62.883549
2025-12-21T12:00:00.000000, 530.0, 13.608, 77.428, 681.0, 14.6, 1013.0, 244.288482, 84.475080, 269.862260, -23.438927, 77.878588
2025-12-21T00:00:00.000000, 530.0, 13.608, 77.428, 681.0, 14.6, 1013.0, 110.835218, 106.257921, 269.312286, -23.437073, -102.064279
2025-12-21T01:00:00.000000, 530.0, 13.608, 77.428, 681.0, 14.6, 1013.0, 113.458074, 92.750798, 269.358598, -23.437519, -87.069522
2025-12-21T02:00:00.000000, 530.0, 13.608, 77.428, 681.0, 14.6, 1013.0, 117.427517, 79.493674, 269.404733, -23.437947, -72.074586
2025-12-21T03:00:00.000000, 530.0, 13.608, 77.428, 681.0, 14.6, 1013.0, 123.196485, 66.941343, 269.450697, -23.438342, -57.079480
2025-12-21T04:00:00.000000, 530.0, 13.608, 77.428, 681.0, 14.6, 1013.0, 131.644570, 55.349647, 269.496511, -23.438688, -42.084224
